iterations,fitness,time,fevals
0,0.0199623022096,1.22190012917e-05,11
10,0.0201800612361,2.3279002562e-05,21
20,0.0201967361808,3.26440022036e-05,31
30,0.0208492209135,4.17600022047e-05,41
40,0.0209325296984,5.0986003771e-05,51
50,0.0221981744242,6.07750043855e-05,61
60,0.0227090960466,7.01150038367e-05,71
70,0.0228929597901,7.93160033936e-05,81
80,0.0233274599618,8.83130032889e-05,91
90,0.0237354454687,9.72960042418e-05,101
100,0.0237707372874,0.000106306004454,111
110,0.0237786708848,0.00011509500473,121
120,0.0238994622695,0.000123984003949,131
130,0.0246995453863,0.000133066005219,141
140,0.0254855178127,0.000142111006426,151
150,0.0257243537205,0.000151233007273,161
160,0.0259270978481,0.000160296005561,171
170,0.0259270978481,0.000168987005964,181
180,0.026076788663,0.000182949006557,191
190,0.026076788663,0.000192297005924,201
200,0.0265560592342,0.00020234900694,211
210,0.0268364543164,0.000211576005313,221
220,0.0268827715843,0.000221107004108,231
230,0.0270129337598,0.000230122002904,241
240,0.0270251770088,0.000242761003392,251
250,0.0275382350594,0.000252027004535,261
260,0.0275382350594,0.000261300003331,271
270,0.0278408515301,0.000270182003078,281
280,0.0282866306849,0.000281056001768,291
290,0.0283255265507,0.000289694002277,301
300,0.0283255265507,0.000300208002955,311
310,0.0285199126382,0.000313796002956,321
320,0.0285199126382,0.000328407004417,331
330,0.0288036675378,0.000338339004884,341
340,0.0290892797754,0.000352906004991,351
350,0.0295796794109,0.000362647004295,361
360,0.0296055888969,0.000376192003387,371
370,0.0296055888969,0.000390920002246,381
380,0.0296055888969,0.000405933002185,391
390,0.0303445309539,0.000420904001658,401
400,0.0311463029024,0.000437681001131,411
410,0.0318287392621,0.000448042001153,421
420,0.0324221389803,0.000458994001747,431
430,0.0324221389803,0.000497983002788,441
440,0.0328484675054,0.000508940001964,451
450,0.0328484675054,0.000520357001733,461
460,0.0329024741436,0.000530619001438,471
470,0.0330525317617,0.000540614000784,481
480,0.0330525317617,0.00055125900144,491
490,0.0334044500231,0.000563512001463,501
500,0.0334510915112,0.000579695002671,511
510,0.0337406062265,0.000595750001594,521
520,0.0337406062265,0.000614860000496,531
530,0.0342179554309,0.000637324999843,541
540,0.0342268002827,0.000651001999358,551
550,0.0342268002827,0.000661861000481,561
560,0.0342268002827,0.000673583999742,571
570,0.0342268002827,0.000701337999999,581
580,0.034272716318,0.000710483000148,591
590,0.034272716318,0.000719329000276,601
600,0.0344479015816,0.000748488000681,611
610,0.0344479015816,0.000771278000684,621
620,0.0344479015816,0.000780021000537,631
630,0.0344479015816,0.000802587999715,641
640,0.0346213006002,0.000812858997961,651
650,0.0346476001742,0.000822214997243,661
660,0.0346476001742,0.000831342997117,671
670,0.0346476001742,0.000855137996041,681
680,0.0349025151259,0.000864538995302,691
690,0.0350623735086,0.000874663996001,701
700,0.0350623735086,0.000885774996277,711
710,0.0352948131867,0.000894882996363,721
720,0.0357374971843,0.00090932999592,731
730,0.0357374971843,0.000918930994885,741
740,0.0357374971843,0.000930201995288,751
750,0.0360163311276,0.00094075299603,761
760,0.0360163311276,0.000951269996222,771
770,0.0363400483422,0.000966581996181,781
780,0.0365577096221,0.0009770009965,791
790,0.0365577096221,0.000986623996141,801
800,0.0365577096221,0.000997952995021,811
810,0.0365577096221,0.00100765899515,821
820,0.0365577096221,0.00101671099401,831
830,0.0365577096221,0.00102572799369,841
840,0.0368403247597,0.00103572499393,851
850,0.0369394037023,0.00104502699287,861
860,0.0372009981455,0.00105622399315,871
870,0.0372009981455,0.00107840799319,881
880,0.037436961808,0.00109512799281,891
890,0.037436961808,0.00111207699229,901
900,0.0376542237396,0.00112281299153,911
910,0.0376542237396,0.00113345399041,921
920,0.0376542237396,0.00115095899127,931
930,0.0376542237396,0.00116600499132,941
940,0.0376542237396,0.00118244299119,951
950,0.0376542237396,0.0011970279902,961
960,0.0376542237396,0.00122635099069,971
970,0.0376542237396,0.00124724599118,981
980,0.0377183091914,0.0012580599905,991
990,0.0377328558999,0.00127001199144,1001
1000,0.0383410779573,0.00128094499087,1011
1010,0.0383410779573,0.00129156099138,1021
1020,0.0384810856753,0.00130087799153,1031
1030,0.0386751841603,0.0013104259906,1041
1040,0.0386751841603,0.00132078299066,1051
1050,0.0387797069446,0.00133030698998,1061
1060,0.0387797069446,0.00133951598946,1071
1070,0.0387797069446,0.00134960499054,1081
1080,0.0388419546825,0.00136489199031,1091
1090,0.0388419546825,0.00138177899134,1101
1100,0.0388419546825,0.00139278099232,1111
1110,0.0388419546825,0.00140218399247,1121
1120,0.0388584682642,0.00141134799378,1131
1130,0.0388584682642,0.00142072299423,1141
1140,0.039255029432,0.00143081399438,1151
1150,0.0396981718855,0.00144015299338,1161
1160,0.0396981718855,0.00144955199357,1171
1170,0.0396981718855,0.00145852499372,1181
1180,0.0396981718855,0.00146735299313,1191
1190,0.0396981718855,0.00147609799205,1201
1200,0.0396981718855,0.00148604799142,1211
1210,0.0396981718855,0.00149524699191,1221
1220,0.0396981718855,0.00150450599176,1231
1230,0.0396981718855,0.00151384599121,1241
1240,0.0396981718855,0.00152413199066,1251
1250,0.0406183445661,0.00153384099031,1261
1260,0.0406434015911,0.0015431189895,1271
1270,0.0406434015911,0.00155204998919,1281
1280,0.0407917798316,0.00156169398906,1291
1290,0.0410379157935,0.00157110299006,1301
1300,0.0414646161783,0.00158025699056,1311
1310,0.0414953978123,0.00158921599177,1321
1320,0.0414953978123,0.00159798899222,1331
1330,0.0416222121951,0.00160679499277,1341
1340,0.0416222121951,0.00161571699209,1351
1350,0.0416222121951,0.00162682699192,1361
1360,0.0417135700721,0.00163675199292,1371
1370,0.0417135700721,0.00164638699425,1381
1380,0.0417135700721,0.00165524299518,1391
1390,0.0420503897641,0.00166411499413,1401
1400,0.0420503897641,0.00167305399373,1411
1410,0.0420503897641,0.00168186499286,1421
1420,0.0420503897641,0.0016918549918,1431
1430,0.0421016759909,0.0017011859909,1441
1440,0.0421016759909,0.0017100489913,1451
1450,0.0421016759909,0.0017188969905,1461
1460,0.0421016759909,0.00172856899007,1471
1470,0.0421016759909,0.00173774899122,1481
1480,0.0421016759909,0.00174690599124,1491
1490,0.0421016759909,0.00175570899228,1501
1500,0.0421016759909,0.00176471999293,1511
1510,0.0421016759909,0.00177365199306,1521
1520,0.0423584777004,0.00178272599442,1531
1530,0.0423676684574,0.00179186299465,1541
1540,0.0423676684574,0.00180524099414,1551
1550,0.0424873550227,0.00181472399345,1561
1560,0.042907322914,0.00183117699453,1571
1570,0.0433412088273,0.00184516499576,1581
1580,0.0433412088273,0.00186398599726,1591
1590,0.0433412088273,0.0018762189975,1601
1600,0.0433412088273,0.00188746699678,1611
1610,0.0433412088273,0.00189902299644,1621
1620,0.0433412088273,0.0019098049961,1631
1630,0.0433412088273,0.00191956699564,1641
1640,0.0439294143751,0.00193426099577,1651
1650,0.044231026725,0.00194719499632,1661
1660,0.044231026725,0.00195785499636,1671
1670,0.0443641469809,0.00198078999711,1681
1680,0.0447592750886,0.0020034509962,1691
