iterations,fitness,time,fevals
0,0.0178416990189,1.48889994307e-05,11
10,0.0176482520663,2.82369983324e-05,21
20,0.0175103853987,3.96399973397e-05,31
30,0.0182143652835,5.17449989275e-05,41
40,0.0182121713115,6.30589984212e-05,51
50,0.0187522033474,7.88749985077e-05,61
60,0.0193790072363,8.97139980225e-05,71
70,0.0201828853322,0.000108121997982,81
80,0.0205612657037,0.00011959299809,91
90,0.0213333951633,0.000139534997288,101
100,0.0216173080487,0.000160219997269,111
110,0.0219484257885,0.000181243996849,121
120,0.0229102037347,0.000202172996069,131
130,0.0231800628775,0.000216926995563,141
140,0.0238935084149,0.000229101995501,151
150,0.0246157146059,0.000247749994742,161
160,0.0264740376626,0.000259806995018,171
170,0.0265382730285,0.000279992995274,181
180,0.0265826855683,0.000296443995467,191
190,0.0271195775904,0.000310594996336,201
200,0.0272206951194,0.000323289996231,211
210,0.0273287157394,0.000337852996381,221
220,0.0285569586549,0.000352293995093,231
230,0.0289721188394,0.000366791995475,241
240,0.0289721188394,0.000382379994335,251
250,0.0293285355394,0.000404055994295,261
260,0.0295478710925,0.000416808994487,271
270,0.0296599981193,0.000430912994489,281
280,0.0296653132275,0.00044356399485,291
290,0.0296653132275,0.000459477994809,301
300,0.0299445966266,0.000477650994071,311
310,0.0299691678574,0.000494672993227,321
320,0.0299691678574,0.00050831099179,331
330,0.030125610458,0.000524555991433,341
340,0.0311562908785,0.000536652991286,351
350,0.0311562908785,0.000553036990823,361
360,0.0311922773667,0.000566155991692,371
370,0.0311922773667,0.000586724991081,381
380,0.0311922773667,0.000604642991675,391
390,0.0311922773667,0.000624965990937,401
400,0.0311922773667,0.000647688990284,411
410,0.0311922773667,0.000667561989758,421
420,0.0322778140824,0.00068809799086,431
430,0.0324708403615,0.000707566990968,441
440,0.0328400433042,0.000722900991605,451
450,0.0328881416965,0.000744513992686,461
460,0.0328881416965,0.000762541991207,471
470,0.0331840452204,0.00078547699195,481
480,0.0331840452204,0.000799966992417,491
490,0.0341506706584,0.00082139899132,501
500,0.0345099533937,0.000834559992654,511
510,0.0345099533937,0.000858193992826,521
520,0.0345940121512,0.000878090992046,531
530,0.0345940121512,0.000897597990843,541
540,0.0349873264541,0.000919530992178,551
550,0.0354751293729,0.000936486992941,561
560,0.0354778971638,0.000955333993261,571
570,0.0359182188847,0.000976284993158,581
580,0.0360979448277,0.000995933993181,591
590,0.0360979448277,0.00101710199306,601
600,0.0360979448277,0.00103748999391,611
610,0.0364128981624,0.00105119699401,621
620,0.0367685074509,0.00106372999471,631
630,0.0379078180794,0.00107736699465,641
640,0.0380866716747,0.00109017399518,651
650,0.0380866716747,0.00111181099601,661
660,0.038313192873,0.00112926499605,671
670,0.038313192873,0.00115675199595,681
680,0.038313192873,0.00116972799515,691
690,0.038313192873,0.00126637799622,701
700,0.038313192873,0.00128426899573,711
710,0.038313192873,0.00130971499493,721
720,0.038313192873,0.00133322399597,731
730,0.038313192873,0.00134992199492,741
740,0.0386633325648,0.00137324099524,751
750,0.0386633325648,0.00138971899651,761
760,0.0386633325648,0.00143398399632,771
770,0.0386633325648,0.00146923199645,781
780,0.0389594544148,0.00148576699576,791
790,0.0389594544148,0.00150476699673,801
800,0.0390863594035,0.00152727599561,811
810,0.0390863594035,0.00155205199553,821
820,0.0392524934142,0.00157445799596,831
830,0.0392524934142,0.00160712799698,841
840,0.0392524934142,0.00162251199799,851
850,0.0395680246407,0.00163993699789,861
860,0.0395680246407,0.00165533099789,871
870,0.0395680246407,0.00167265399796,881
880,0.0395680246407,0.00168841299819,891
890,0.0395680246407,0.00171608499841,901
900,0.0397961651654,0.00173820499913,911
910,0.0398377906739,0.00177370999882,921
920,0.0398971635515,0.00179842799844,931
930,0.0406462026898,0.00182408699766,941
940,0.0412513598637,0.00185482299821,951
950,0.0413753741055,0.00187936099792,961
960,0.0420651191506,0.00190487299915,971
970,0.042612826948,0.00192678799795,981
980,0.0427459676239,0.00195820899899,991
990,0.0427459676239,0.0020426659994,1001
1000,0.0427459676239,0.00206882600105,1011
1010,0.0427459676239,0.00209860200084,1021
1020,0.0430002377724,0.0021289590004,1031
1030,0.0430002377724,0.00215405700146,1041
1040,0.0430002377724,0.00217046000216,1051
1050,0.0430002377724,0.00219366200145,1061
1060,0.0430002377724,0.00221862200124,1071
