iterations,fitness,time,fevals
0,0.0269092553952,0.0013893840005,569
10,0.0280132594624,0.00286627900095,1026
20,0.0310069099143,0.00421264400211,1495
30,0.0318121539691,0.00585671000226,1963
40,0.0367555089377,0.00716576400191,2414
50,0.0385362507225,0.00863815700177,2873
60,0.0399801361101,0.00983906500187,3329
70,0.03920858568,0.0111191980013,3792
80,0.0411791694866,0.0124854570022,4253
90,0.0414490101526,0.0139381430035,4711
100,0.0401648593749,0.0153697920032,5159
110,0.0375661265146,0.0165775030036,5619
120,0.0376912187706,0.0177578870043,6076
130,0.0384832018473,0.0189405120054,6548
140,0.0412540895235,0.0201889370055,7008
150,0.0452274455084,0.0216599200066,7457
160,0.0429739938826,0.0229310220075,7918
170,0.0456804337819,0.0241408760085,8369
180,0.0479364155421,0.0252939200072,8820
190,0.0456375840412,0.0264538610081,9279
200,0.0450781549816,0.0276342790075,9729
210,0.0453209741495,0.0293385070072,10192
220,0.0463813845579,0.0309574990079,10661
230,0.0439249924242,0.0321639580088,11116
240,0.0476085476515,0.0333465160093,11571
250,0.0410173471376,0.0346133570092,12033
260,0.0417687466799,0.035961697009,12478
270,0.040791418586,0.0371739120092,12934
280,0.0427136048146,0.0385237280079,13400
290,0.045456092224,0.0401307650081,13854
300,0.0438531186177,0.0417890230092,14312
310,0.048022676902,0.0430214050102,14784
320,0.0482895469038,0.0441632640086,15246
330,0.04543106652,0.0456870510079,15709
340,0.0497880095799,0.0469486740076,16163
350,0.0502556694825,0.0484621000069,16621
360,0.0470288320565,0.0498244030059,17067
370,0.0489659367368,0.0512532100056,17528
380,0.0501406338277,0.0526067260053,17995
390,0.05059315292,0.0537978800057,18456
400,0.0508421101823,0.0552892190044,18927
410,0.0485030434069,0.0564418680042,19371
420,0.0478174164613,0.0577982690029,19816
430,0.0484596763189,0.059057743003,20248
440,0.0509256120013,0.0601965400037,20697
450,0.0458655888193,0.0616002570041,21163
460,0.0450720792831,0.0628580200027,21619
470,0.0537969413653,0.0640580840027,22096
480,0.0549028049275,0.0652880840025,22559
490,0.053680896957,0.0663890120013,23011
500,0.0493369007549,0.0678320930001,23455
510,0.0474562923313,0.0693723700006,23920
520,0.0456145258559,0.0705940700009,24374
530,0.0438263109011,0.0720096299992,24831
540,0.0492444983237,0.0732040660005,25289
550,0.0506822614234,0.0744706450005,25740
560,0.0534321301054,0.0757174589999,26203
570,0.0545440569234,0.0768795959993,26664
580,0.052505243066,0.0782412700009,27119
590,0.0478810848375,0.0794848750011,27580
600,0.0554543427978,0.0807796280005,28043
610,0.0523611592784,0.082008663001,28503
620,0.0515349180945,0.0832917510015,28952
630,0.0576796790976,0.0844515910012,29411
640,0.0608636918024,0.0856684800019,29856
650,0.0608466415169,0.0867489290013,30313
660,0.0621688714173,0.0880787980004,30760
670,0.0635297807256,0.0892785560009,31216
680,0.0616021016531,0.0904216390009,31669
690,0.0602208580481,0.0915672789997,32129
700,0.0596009336575,0.0927797899985,32604
710,0.0668330102927,0.0942393879996,33060
720,0.0668330102927,0.0954032150003,33504
730,0.0635272352555,0.0967546470001,33962
740,0.0595014618529,0.0980442790005,34424
750,0.066155340337,0.099266098001,34893
760,0.0562383712263,0.100367541001,35361
770,0.0569075015102,0.101535301003,35820
780,0.0588795045932,0.102653555003,36268
790,0.0583674535103,0.103830670003,36720
800,0.0556582114161,0.105055680002,37179
810,0.0556582114161,0.106181479003,37617
