iterations,fitness,time,fevals
0,0.017550769789,1.26610011648e-05,11
10,0.0186763288637,3.03979995806e-05,21
20,0.0202130293197,4.3554999138e-05,31
30,0.0211224915587,5.44939994143e-05,41
40,0.021603205025,6.45899999654e-05,51
50,0.0220642944815,7.67240017012e-05,61
60,0.0222164765343,8.66790014697e-05,71
70,0.0222164765343,0.000102811001852,81
80,0.0227702829535,0.000114077001854,91
90,0.0234516427774,0.000136529000883,101
100,0.0236331316284,0.000147135000589,111
110,0.0241078121929,0.000160830000823,121
120,0.024690590531,0.000171444000443,131
130,0.0248938991764,0.00018172900127,141
140,0.0249730803737,0.000205466001717,151
150,0.0254487284301,0.000215464000576,161
160,0.0258770673743,0.000225094001507,171
170,0.0259626404279,0.000236688001678,181
180,0.0259626404279,0.000246545001573,191
190,0.0259626404279,0.000256162002188,201
200,0.0262036366675,0.000265786002274,211
210,0.0262417019238,0.000279740002952,221
220,0.0262417019238,0.000289149003947,231
230,0.0270333304038,0.000299060004181,241
240,0.0270333304038,0.000308887005303,251
250,0.0274824228934,0.000319340004353,261
260,0.0274824228934,0.00032895100594,271
270,0.0274824228934,0.000339726006132,281
280,0.0274824228934,0.000349959007508,291
290,0.0283679530852,0.000385780007491,301
300,0.0289347803605,0.000397545007218,311
310,0.0289347803605,0.000416108006903,321
320,0.0289747225125,0.000433751007222,331
330,0.0298562414394,0.000456191008197,341
340,0.0298562414394,0.000472725008876,351
350,0.0300240002274,0.000483119007185,361
360,0.0302396839766,0.000494304007589,371
370,0.0302396839766,0.000504390007336,381
380,0.0302396839766,0.000515219007866,391
390,0.0303484373295,0.000539654007298,401
400,0.030361518155,0.000556968008823,411
410,0.030361518155,0.000575445010327,421
420,0.030361518155,0.000593784010562,431
430,0.030361518155,0.000611788011156,441
440,0.030361518155,0.00062951801192,451
450,0.0304330311842,0.000660293011606,461
460,0.0304396577714,0.000674355012961,471
470,0.0304396577714,0.000698549012668,481
480,0.0306365550605,0.000711887012585,491
490,0.0306365550605,0.000736039011827,501
500,0.0308496662581,0.000746683012039,511
510,0.0308873005498,0.000761679011703,521
520,0.0311382815844,0.000775439011704,531
530,0.0311940235021,0.00078977701196,541
540,0.0317355533779,0.000801280011729,551
550,0.0317460611173,0.000812134012449,561
560,0.031814510672,0.000824534012281,571
570,0.032262308585,0.000834762011436,581
580,0.0327073711547,0.00084498501019,591
590,0.0327678797563,0.000854774010804,601
600,0.0327678797563,0.000866233011038,611
610,0.0327678797563,0.000876582011188,621
620,0.0327678797563,0.000887076012077,631
